number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations,problematic_words
4639,字數相同，用字互相對仗的兩個句子。[例]鎮長致贈一副對聯祝福這對新人白首偕老。,對聯,A pair of couplets; two lines of poetry with equal number of characters that correspond in meaning and structure.,由字數相同、用字互相對仗的兩個句子組成，通常貼於門口，表達吉祥祝福。,在春節期間，大家都喜歡貼上對聯，為新的一年祈求好運。 / 許多商店都會在門口張貼對聯，以吸引顧客前來購物。 / 老師今天帶學生們練習寫對聯，希望讓他們了解這項傳統文化。 / 在庙会最后一天，主委向前来还愿的乡亲们赠送了一副對聯，盼望家家日日平安。 / 新年期間，社區裡舉辦了對聯比賽，大伙兒都積極參加，期待能得到獎品。 / 家裡的長輩每年都會親手寫一副對聯，傳承這份珍貴的文化記憶。 / 在國慶日的慶祝活動中，人們會掛上充滿愛國情懷的對聯，表達對祖國的祝福。 / 書法家在文藝展覽上展示他的對聯作品，吸引了眾多觀眾駐足欣賞。 / 隨著科技的發展，越來越多的人開始嘗試在網上創作和分享對聯。 / 每到中秋節，村裡的老人們會聚在一起，互贈寫有美好祝願的對聯，增進親情。 / 寫對聯是一門藝術，每個字都需精心考量，以達到對仗和韻律的效果。,n,一副對聯 / 寫對聯 / 張貼對聯 / 新年對聯 / 對聯文化 / 傳統對聯 / 對聯的對仗 / 對聯的韻律 / 貼春聯、貼對聯 / 對聯的寓意,"國慶日, 愿, 乡亲, 家家日, 庙, 赠, 伙兒, 后, 会, 互, 们, 来还, 主委"
4640,將事物層疊累積。[例]這是小弟用積木堆砌起來的城堡。,堆砌,To stack or pile up; to accumulate or layer in excess.,將事物層層疊加，累積在一起。,小孩用彩色積木堆砌出一座高塔，玩得不亦樂乎。 / 房間裡的書本被隨意堆砌在一起，讓整個空間看起來有些雜亂。 / 在這次藝術展覽中，他的雕塑作品是由許多不同的材料堆砌而成，十分引人注目。 / 他在沙灘上堆砌了一個沙城堡，還用貝殼裝飾，顯得格外精緻。 / 這道菜的食材層層堆砌，色香味俱全，讓人忍不住想嘗一口。 / 許多孩子在公園裡堆砌積木，創造出各種有趣的形狀。 / 藝術家以細心的技巧，將顏料堆砌在畫布上，創造出立體的視覺效果。 / 她把心情寫進詩裡，每一句話都像是堆砌的情感，讓讀者感同身受。 / 在這部電影中，角色的命運交織堆砌，展現了複雜的情感與人性。 / 老師引導學生用廢料堆砌成環保藝術品，既創意又富有教育意義。 / 李明在學校的文藝表演中，以堆砌的音樂節奏，帶來了一場精彩的演出。,va-t,一堆積木 / 堆砌模型 / 小孩堆砌 / 堆砌材料 / 用心堆砌 / 堆砌作品 / 緩慢堆砌 / 隨意堆砌 / 不斷堆砌 / 細心堆砌,"既, 廢料, 忍不住, 些, 疊加, 砌, 李明, 顏料, 畫布"
4641,,對望,To gaze at each other or look at one another.,互相望著對方，通常表示凝視或有某種情感。,在那浪漫的夜晚，他們在星空下深情地對望，似乎時間都靜止了。 / 當我與好友重逢時，我們彼此感動地對望，一切都不需要多說。 / 在球場上，隊友們在關鍵時刻專注地對望，默契地決定了下一步的戰術。 / 兩位老朋友多年未見，再次相遇時，驚喜與感慨交織著，彼此靜靜地對望，心中充滿喉嚨的感動。 / 在畫展中，兩位藝術家互相欣賞著作品，偶爾對望，心中充滿了對創作的理解與尊重。 / 在忙碌的咖啡館裡，他們共享那杯熱咖啡，偶爾對望，眼神流露著溫暖的默契。 / 在浪漫的電影情節中，男女主角終於相互對望，瞬間的情感讓觀眾心澎湃。 / 當孩子第一次學會走路時，父母滿是驚喜地對望，眼中閃爍著驕傲與愛意。 / 在寧靜的湖邊，情侶們手牽手靜靜地對望，享受著彼此帶來的安定與幸福。 / 這對老年夫妻在夕陽下對望，彼此的眼神中流露著多年相伴的深厚情感。 / 在畢業典禮上，學生們互相對望，眼中閃耀著期待的對望與對過去的懷念。,va-i,深情的對望 / 甜蜜的對望 / 永恆的對望 / 安靜的對望 / 相互的對望 / 無言的對望 / 期待的對望 / 溫柔的對望 / 目光的對望 / 短暫的對望,"意, 望, 隊友, 畫展, 友, 望無言, 相伴"
4642,實現。[例]他向朋友許下的諾言，不知會不會兌現？,兌現,"To fulfill or realize a commitment, promise, or obligation.",實現所承諾的事情或願望。,為了相信他，喬治花了一年時間努力，才使得這個期望最終兌現。 / 小李承諾會每週幫媽媽掃一次地，這個承諾他到現在仍然持續兌現著。 / 如果我們不努力工作，這些美好的未來夢想就難以兌現。 / 領導者提出的發展計畫必須切實可行，才能在未來準時兌現承諾。 / 在心中默念了一百遍後，她終於兌現了自己的願望，走上了銀幕。 / 他曾經許下的願望能否兌現，讓他在每個生日都充滿期待和不安。 / 這位慈善家承諾每年捐款給弱勢家庭，希望能在長期努力中兌現他的社會責任。 / 朋友之間的信任不能僅靠口頭承諾，必須通過行動來兌現。 / 在經歷了無數挫折後，他的努力終於兌現，獲得了學業上的成功。 / 如果不付出足夠的努力，人生的理想就像泡沫，難以兌現。 / 為了能夠兌現對孩子的承諾，她努力工作，省吃儉用，終於實現了帶全家旅行的夢想。,va-t,兌現承諾 / 兌現願望 / 兌現目標 / 兌現夢想 / 兌現信任 / 兌現期望 / 兌現責任 / 兌現策略 / 兌現計畫 / 兌現利益,"默念, 能否, 期, 喬治, 李"
4642,憑票據向金融機構換取現金。[例]他的戶頭存款不足，支票不能兌現。,兌現,"To cash or exchange a financial instrument, such as a check or a bond, for its value in cash.",憑票據向金融機構換取現金的行為。,他收到的獎金支票需要到銀行兌現。 / 這張支票的兌現期限已過，無法再使用。 / 如果想要迅速兌現現金，可以使用自動櫃員機。 / 他準備了一大堆的舊支票，想要全部兌現一次。 / 我朋友提醒我，月初時一定要去兌現那張大獎支票。 / 銀行的兌現流程相對簡單，只需提供身份證明文件即可。 / 他對於兌現這張支票的要求感到困惑，因為沒有明確的指示。 / 為了避免手續費，我決定在同一家銀行兌現我的支票。 / 雖然這張支票看起來很美，但如果不去兌現，它只是一張紙。 / 她告訴我，至少要提前一天通知銀行，才能順利兌現大額現金。 / 兌現過程中，她發現需要填寫一些額外的表格來確認身份。,vp-t,銀行兌現 / 支票兌現 / 現金兌現 / 兌現期限 / 申請兌現 / 兌現金額 / 兌現流程 / 兌現要求 / 兌現手續 / 兌現渠道,"額, 機, 填寫, 渠道, 同"
4643,針對病症開方用藥。比喻針對問題做有效處理。例]經過醫生對症下藥，病人高燒已退。,對症下藥,"To prescribe the right medicine for an illness based on its symptoms; metaphorically, to address a problem with targeted solutions.",針對病症開方用藥，比喻針對問題做有效處理。,只有了解問題的根本原因，才能夠對症下藥，找到合適的解決方案。 / 企業在面臨困難時，必須對症下藥，調整策略，以適應市場的變化。 / 在學校中，老師需要根據學生的不同需求，對症下藥，提供個別輔導。 / 醫生經過仔細檢查後，為病人對症下藥，開了合適的藥物。 / 政府在制定政策時，應該對症下藥，以滿足民眾的真正需求。 / 在面對環境問題時，科學家們強調對症下藥的重要性，必須針對具體情況提出有效的對策。 / 社會在處理犯罪問題時，警察需要對症下藥，加強巡邏和社區合作，以降低犯罪率。 / 在家庭教育中，父母應根據孩子的性格特點對症下藥，採取適當的培養措施。 / 當企業遇到管理問題時，領導層需對症下藥，制定有效的激勵機制，提升員工的工作積極性。 / 心理諮詢師在幫助客戶時，必須對症下藥，找出情緒困擾的根源，提供適合的輔導方案。 / 對於職場中的人際衝突，HR需要對症下藥，進行調解和培訓，以改善團隊的合作氛圍。,idiom,對症下藥的措施 / 對症下藥的策略 / 對症下藥的方法 / 對症下藥的重要性 / 對症下藥的效果 / 對症下藥的過程 / 對症下藥的調整 / 對症下藥的建議 / 對症下藥的原則 / 對症下藥的評估,"HR, 師, 性"
4644,不鋒利。與「銳」相對。[例]鈍刀、鈍器,鈍,Not sharp; blunt; dull.,不鋒利，與「銳」相對。,這把刀太鈍了，根本切不動肉。 / 我的鉛筆鈍了，需要削一下才能寫出好字。 / 用鈍器打人會造成更大的傷害，應該避免使用。 / 他買的廚具雖然便宜，但刀具都很鈍，使用起來很麻煩。 / 為了安全起見，學校禁止學生攜帶鈍器進入校園。 / 雖然鈍痛讓我感到不舒服，但我還是不想去看醫生。 / 這個鈍器如果不小心掉落，可能會對地面造成損壞。 / 去年我買的那把剪刀變得越來越鈍，幾乎無法剪斷紙張。 / 他腦海中的回憶逐漸鈍化，許多細節已經模糊不清。 / 這種鈍響讓我有些不安，似乎預示著什麼不妙的事情即將發生。 / 這把鈍刀雖然看起來漂亮，但實際使用時讓人失望。,vs-adj,鈍刀 / 鈍器 / 鈍痛 / 鈍感 / 鈍重 / 鈍響 / 鈍視 / 鈍化 / 鈍力 / 鈍財,"財, 化, 銳, 些, 起見, 器, 感, 相, 剪斷, 力, 廚具"
4644,笨拙、反應不靈活。[例]遲鈍、愚鈍、魯鈍,鈍,"Dull; slow-witted, clumsy, or not agile in response.",形容人或物不靈活，反應慢，行動笨拙。,他在比賽中的表現讓人感到有些鈍重，仿佛他的反應速度跟不上局勢的變化。 / 她的想法總是有些才剛開始，但是偶爾會出現鈍化現象，這讓她的朋友們有點無奈。 / 小狗剛學會走路時，總是顯得非常鈍笨，摔了好幾次才慢慢適應。 / 在快節奏的社會裡，越來越多的人感到心智鈍化，思考問題的速度變得緩慢。 / 他經常因為鈍感而錯過朋友們的情感暗示，這讓他的社交生活有些困難。 / 她對這個問題的鈍感反應讓大家感到意外，因為平時她總是那麼敏銳。 / 在學習新技能時，他會因為動作的鈍慢而感到挫敗，總是需要比別人更多的時間來適應。 / 當她聽到那個消息時，反應顯得有些鈍重，似乎還沒有完全理解事情的嚴重性。 / 這部電影的情節發展有點鈍化，讓觀眾感到節奏緩慢，缺乏緊張感。 / 他在團隊合作中的遲鈍行為，常常拖慢了整個進度，讓其他成員倍感焦慮。 / 隨著年齡的增長，他發現自己對周圍事物的感知逐漸鈍化，反應鈍化使得很多細節都變得不再明顯。,vs-adj,遲鈍的反應 / 愚鈍的行為 / 鈍重的思維 / 行動鈍慢 / 鈍感的反應 / 反應鈍化 / 表情鈍化 / 腦袋鈍了 / 鈍化的角色 / 思考鈍化,"愚, 感, 些, 仿佛"
4645,誠懇的催促。[例]導師總是不厭其煩的敦促學生學習功課。,敦促,To urge sincerely and earnestly.,誠懇地催促某人做某事。,老師在會議上敦促同事們加強學校的安全措施。 / 醫生敦促病人定期檢查，以確保身體健康。 / 環保團體敦促政府採取更有效的措施來應對氣候變化。 / 朋友們敦促他多參加社交活動，來減輕工作壓力。 / 競賽前，教練敦促選手們全力以赴，為比賽做好準備。 / 現在是時候敦促學生好好復習，準備即將到來的考試。 / 家長敦促孩子每天讀書，以提高學習成績。 / 社區領袖敦促居民參加清潔活動，改善居住環境。 / 官方敦促民眾遵守交通規則，以減少事故發生率。 / 在經濟論壇上，專家敦促企業加速數字轉型，以適應市場變化。 / 敦促換工作 / 在評估過程中，導師敦促學生表達自己的意見，以促進更好的學習討論。,va-t,敦促學習 / 敦促改進 / 敦促進步 / 敦促行動 / 敦促合作 / 敦促完成 / 敦促注意 / 敦促解決 / 敦促表達 / 敦促回覆,"習, 復"
4646,寬宏厚道。[例]溫柔敦厚、性情敦厚,敦厚,Generous and kind-hearted; characterized by a broad-minded and compassionate nature.,性情寬宏厚道，為人誠懇，不斤斤計較。,他的性情非常敦厚，從不計較別人的過錯。 / 在農村，敦厚的村民們總是熱心幫助有需要的人。 / 結婚前，他的未婚妻就跟家人說過，這個人很敦厚，當然值得托付終身。 / 長輩們常常說，要懂得欣賞那種敦厚的人格與品行。 / 這位老師雖然嚴厲，但其實內心非常敦厚，學生們都很愛戴他。 / 在團隊中，他的敦厚讓大家安心，知道無論遇到什麼困難，他都會支持我們。 / 他敦厚的笑容讓人感到溫暖，仿佛能夠融化心中的寒冰。 / 朋友們都說，我的父親是一位非常敦厚的人，常常把自己的好處讓給別人。 / 每次參加社區活動，總能見到那些敦厚的人，默默奉獻著自己的時間和精力。 / 雖然生活不易，她依然保持著敦厚的心態，對待每一個人都充滿了善意。 / 他的言行讓人感受到一種善良的敦厚力量，讓周圍的人都倍感安心。,vs-adj,溫柔的敦厚 / 性情的敦厚 / 忍耐的敦厚 / 坦率的敦厚 / 善良的敦厚 / 誠懇的敦厚 / 友善的敦厚 / 體貼的敦厚 / 幽默的敦厚 / 真誠的敦厚,"仿佛, 寒, 寬宏"
4647,用來抵禦刀箭、矢石攻擊的防護武器。[例]幸好有盾牌保護，否則他的傷勢恐怕不僅止於此。◎,盾牌,"A shield; a protective weapon used to fend off attacks from knives, arrows, and stones.",用來抵禦刀箭、矢石攻擊的防護武器。,在歷史博物館裡，我看到了古代士兵使用的漂亮木製盾牌。 / 在戰場上，戰士們努力地用盾牌抵擋著箭雨。 / 無論是在電影還是在遊戲中，盾牌總是勇士們不可或缺的武器之一。 / 這面巨大的金屬盾牌，不僅防禦能力強，還能發出令人驚嘆的光澤。 / 我喜歡參加中世紀的嘉年華，因為希臘的戰士會展示他們的盾牌和戰鬥技巧。 / 領隊指揮著隊員們，用盾牌減少敵人的攻擊損失。 / 即使他的盾牌受到嚴重損壞，戰士仍然堅持不懈地保護同伴。 / 在遊戲中，主角的盾牌不僅防禦力強，還能擁有特殊的魔法效果。 / 這位藝術家專門創作以盾牌為題材的雕塑，展現出戰鬥與和平的矛盾。 / 舊城牆上的盾牌雕刻，訴說著這座城市昔日輝煌的戰鬥歷史。 / 當我看到那面古老的鋼鐵盾牌時，心中不禁想像它在歷史長河中經歷的無數戰鬥。,n,一面盾牌 / 鋼鐵盾牌 / 防禦盾牌 / 磨損的盾牌 / 盾牌的功能 / 盾牌與矛 / 盾牌保護 / 盾牌的持有者 / 盾牌製作 / 盾牌的價值,"希臘, 木製, 懈, 矢, 磨損, 鋼鐵, 持有, 嘉年華"
4648,突然了解、領悟。[例]一場大病讓他頓悟健康就是最大的財富。,頓悟,To suddenly understand or realize something.,突然間明白或領會某個道理或事情。,當他細心思考過去的失敗時，終於頓悟到自己缺乏自信才會失敗。 / 這本書讓我頓悟到，友誼的真諦在於彼此的信任和支持。 / 一次深刻的討論讓她頓悟到，人生的意義在於不斷學習和成長。 / 無意間的靈感讓他頓悟到，原來簡單的生活也可以非常快樂。 / 經過長時間的反思，她終於頓悟到，原來家人比工作更重要。 / 一場大病讓他頓悟健康就是最大的財富。 / 在旅行中，他頓悟到世界的美麗在於多樣性與包容性。 / 當老師解釋了這個複雜的問題後，學生們終於頓悟到原來數學並不難。  / 在聆聽老人的故事時，年輕人頓悟到歷史對於當下生活的重要性。  / 一次意外的遭遇讓我頓悟到真愛並不是一帆風順，而是需要共同面對挑戰。  / 經歷了職場的波折後，他頓悟到，唯有堅持自我才能找到真正的職業滿足感。,vp-i,突然頓悟 / 深刻的頓悟 / 生活的頓悟 / 頓悟的瞬間 / 心靈的頓悟 / 重要的頓悟 / 知識的頓悟 / 頓悟到 / 透過頓悟 / 頓悟真相,"而是, 感"
4649,泛指交通工具上控制方向的設備。[例]船舵、升降舵、方向舵,舵,"A rudder; a steering device on a vehicle, such as a ship, used to control its direction.",控制交通工具方向的設備，泛指各種型式。,好舵手能根據風浪的變化，靈活調整舵的方向。 / 這艘新船的舵設計非常先進，能夠在惡劣天氣下保持穩定。 / 船長告訴我們，舵的大小會影響船隻的操控性能。 / 為了提高航行安全，船舶的舵系統必須定期檢查和維護。 / 自動舵的使用讓長途航行變得更加輕鬆省力。 / 在海上航行時，舵的精確調整對於避免碰撞至關重要。 / 舵的材料選擇不僅影響耐用性，還直接關係到船隻的整體性能。 / 他緊握著舵，專注地觀察著前方的海面，隨時準備應對突發情況。 / 訓練有素的水手能夠在短時間內熟悉不同類型的舵操作。 / 為了提升操控穩定性，這艘帆船特別採用了雙舵設計。 / 使用手動舵時，船員需要對於船的速度和風向有清晰的判斷。,n,舵的功能 / 舵的設計 / 舵的操作 / 船的舵 / 舵的維修 / 自動舵 / 手動舵 / 舵的類型 / 舵的控制 / 船舶的舵,"船舶, 性, 緊握, 動舵"
4650,慢步的走來走去。[例]他經常在寢室裡低頭踱步，思考課業上的問題。,踱步,To walk back and forth in a slow and thoughtful manner.,慢慢地走來走去。,她在公園裡踱步，享受著清新的空氣和美麗的風景。 / 下午的時候，他常常在辦公室裡踱步，思考工作的進展和問題。 / 望著窗外的月光，她靜靜地踱步，回想起過去的點滴回憶。 / 在焦慮的等待中，他無意識地踱步，試圖平靜自己的心情。 / 教授在教室裡踱步，講解著複雜的理論，讓學生們更加投入學習。 / 她喜歡在花園裡蹲下來觀察小花，然後繼續踱步，欣賞不同的植物。 / 一邊聽著音樂，他一邊在房間裡踱步，享受著這安靜的時光。 / 當他面對決定時，經常會選擇踱步思考，讓思緒更清晰。 / 在這個陽光明媚的早晨，我們一起踱步，聊天，享受彼此的陪伴。 / 她每天都會在書店內踱步，尋找那些能引發靈感的書籍。 / 他喜歡在湖邊踱步，思索人生的意義，找尋內心的平靜。,va-i,踱步思考 / 踱步沉思 / 踱步等待 / 踱步觀察 / 踱步尋找 / 踱步在夜晚 / 踱步於花園 / 靜靜地踱步 / 踱步放空 / 踱步思索,"望, 放空"
4651,具備多方面的才能和技藝。[例]她不僅彈得一手好鋼琴，又精通書畫，真是多才多藝！,多才多藝,Versatile and talented in many fields.,具備多方面的才能和技藝。,他的朋友不僅會跳舞，還會彈吉他，真是一位多才多藝的人！ / 我喜歡參加藝術工作坊，因為我希望能學習更多多才多藝的技能。 / 多才多藝的家長常常鼓勵孩子們探索不同的興趣。 / 這位多才多藝的作家，不僅寫小說，還會創作詩歌和編劇。 / 我在學校遇到了一位多才多藝的教授，他的課堂上總是充滿驚喜。 / 他是多才多藝的歌手，能夠演唱多種不同風格的音樂。 / 在我們的學校裡，有一位多才多藝的同學，擅長數學與繪畫。 / 這部電影的導演是一位多才多藝的藝術家，既會導演又會剪輯。 / 他的多才多藝讓他在職場上更具競爭力，無論是寫作還是設計，都表現出色。 / 我希望將來能成為一個多才多藝的職業人士，能在不同的領域都有所貢獻。 / 她的多才多藝讓她在朋友中間特別受歡迎，大家都喜歡和她一起分享有趣的活動。,idiom,多才多藝的人 / 多才多藝的藝術家 / 多才多藝的學者 / 多才多藝的孩子 / 多才多藝的朋友 / 多才多藝的才能 / 多才多藝的歌手 / 多才多藝的演員 / 多才多藝的作品 / 多才多藝的技能,"多多, 既, 藝, 工作坊, 剪輯"
4652,形容人感情脆弱，易憂愁傷感。[例]她天生多愁善感，動不動就掉淚。,多愁善感,Sentimental and melancholic; displaying a tendency to be emotional and wistful.,形容人情感脆弱，容易感到憂愁和傷感。,她常常在聽音樂時流淚，讓人感受到她的多愁善感。 / 他喜歡寫詩，經常表達他內心的多愁善感情緒。 / 每當看到舊照片時，她的多愁善感總是浮現出來。 / 多愁善感的人在面對別人快樂的時候，心中會感到莫名的失落。 / 他在看完電影後，忍不住陷入深深的多愁善感，久久不能釋懷。 / 不知為什麼，這個雨天讓他在想起過去的回憶時，感到特別多愁善感。 / 朋友們常說，他的多愁善感使他在聚會上顯得格外突兀。 / 她的日記裡充滿了多愁善感的文字，讓人感受到她的孤獨與思考。 / 無論是靜靜地望著星空，還是閱讀感人的故事，他總是容易陷入多愁善感的情緒中。 / 因為多愁善感，他經常在夜深人靜時，反思自己的人生和夢想。 / 對於一些小事，他的多愁善感讓他感到過度的困擾和不安。,idiom,她的多愁善感 / 他的多愁善感 / 多愁善感的性格 / 多愁善感的人 / 多愁善感的情緒 / 多愁善感的時刻 / 因為多愁善感 / 讓人多愁善感 / 有點多愁善感 / 深深的多愁善感,"望, 多愁善, 知, 雨天, 忍不住, 感, 看完, 安"
4653,繁多、雜亂。晉．傅玄〈吳楚歌〉：「雲無期兮風有止，思多端兮誰能理？」明．余繼登《典故紀聞》卷一四：「內官因有此家產，所以貪婪無厭，姦弊多端。」,多端,Diverse and numerous; referring to a wide variety of issues or problems.,繁多而且混亂。,現代都市生活的壓力來自多端的因素，讓人難以應付。 / 在這個科技快速發展的時代，工作面臨的挑戰多端，要求員工具備更廣泛的技能。 / 社交媒體上的信息多端，讓人難以分辨哪些是可信的消息。 / 環境問題的成因多端，解決這些問題需要全球合作。 / 他在會議上提出的觀點多端，不僅涉及經濟，還觸及社會與文化等層面。 / 學生的需求多端，因此教師必須採用多樣的教學方法來滿足不同學生的學習風格。 / 這部電影的情節發展多端，讓觀眾在每一個轉折處都感受到驚喜。 / 隨著全球化的進程，各國之間的合作機會多端，彼此交流越來越頻繁。 / 家庭的矛盾多端，了解每個成員的想法是解決問題的關鍵。 / 在這場比賽中，選手們面對的策略多端，每個選手都必須靈活應對。 / 這篇文章探討了當前社會的各種多端議題，讓讀者更深入地思考現實問題。,n,各種多端 / 複雜多端 / 多端的問題 / 多端的情況 / 形勢多端 / 狀況多端 / 影響多端 / 方法多端 / 可能性多端 / 事情多端,
4654,形容盛氣凌人，使人驚懼。（咄咄：驚懼之聲。後用來表示氣勢很盛。）[例]行事不可以咄咄逼人，讓人反感。,咄咄逼人,Aggressive and overbearing; describing someone who is acting in a fierce and intimidating manner.,形容氣勢很盛，讓人感到驚懼。,他的態度咄咄逼人，讓在場的人都感到緊張不安。 / 在討論中，她無法忍受對方咄咄逼人的質問，選擇了沉默。 / 他在商業談判時咄咄逼人的語氣，使對方感到受到威脅。 / 咄咄逼人的氛圍讓原本輕鬆的聚會變得緊張，大家都不敢多說話。 / 當老師以咄咄逼人的方式要求學生完成作業時，許多人開始產生抵觸情緒。 / 咄咄逼人的要求讓我們感到壓力山大，無法專心完成自己的工作。 / 他的友人建議他不要咄咄逼人，這樣會影響到他的人際關係。 / 在面對咄咄逼人的媒體，明星們常常選擇保持沉默以保護自己。 / 咄咄逼人的批評讓她感到沮喪，反而無法專注於改善自己的表現。 / 即使在家裡，父母咄咄逼人的期待也讓他感到喘不過氣來。 / 在會議中表現得咄咄逼人，可能會使團隊氣氛變得緊張，不利於合作。,idiom,他的態度咄咄逼人 / 咄咄逼人的言辭 / 咄咄逼人的氛圍 / 眼神咄咄逼人 / 咄咄逼人的表現 / 咄咄逼人的姿態 / 咄咄逼人的要求 / 不喜歡咄咄逼人的方式 / 感覺到咄咄逼人的壓力 / 在會議中表現得咄咄逼人,"抵觸, 氣"
4655,頓足。提起腳用力踏地，為憤怒、不滿、著急等情緒激動的表現。[例]她聽到這場戶外音樂會將取消的訊息，氣得直跺腳。,跺腳,"To stomp or stamp one's foot, indicating anger, dissatisfaction, or impatience.",提起腳用力踏地，通常是因為憤怒、不滿或著急等情緒激動的表現。,當她發現自己忘記帶錢包時，氣得直跺腳，顯得十分不滿。 / 他因為等了太久的班車而心煩意亂，不斷跺腳表達不耐煩。 / 在得知比賽失利的消息後，隊員們默默跺腳，顯示出他們的失落與惋惜。 / 她拿到錯誤的考試成績後，失望地跺腳，無法相信這是自己的努力結果。 / 當孩子們聽說今天的戶外活動被取消時，紛紛跺腳表示不滿。 / 在等待朋友遲到的時候，他無聊得直跺腳，希望能快點出發。 / 聽到自己喜歡的演唱會票賣完的消息，他氣憤地跺腳，表現出失望。 / 為了表達對這次活動安排的不滿，群眾在會場外集體跺腳抗議。 / 當她看到心儀的鞋子在打折時已經賣光了，氣得跺腳，感到非常失落。 / 在得知自己的專案再次被延遲後，他憤怒地跺腳，無法忍受這樣的結果。 / 默默跺腳的她，心中充滿了對未來的不安和焦慮。,va-i,跺腳抗議 / 心煩意亂跺腳 / 生氣跺腳 / 跺腳不滿 / 小孩跺腳 / 群眾跺腳 / 跺腳發怒 / 默默跺腳 / 等不及跺腳 / 悲傷跺腳,"班車, 提起, 賣完, 耐煩, 快點, 氣"
4656,混合使用能傳達藝術、商業或教育等多功能媒體，以達成綜合性的藝術表現。其中媒體包括文字、圖片、照片、聲音、動畫和影片。[例]多媒體的表現手法，使他在廣告界異軍突起，占有一席之地。,多媒體,"Multimedia; A mixed-use platform that combines various forms of media such as text, images, photos, sound, animation, and video to convey art, commercial, or educational content in an integrated manner.",融合文字、圖片、照片、聲音、動畫和影片等多種媒體，能夠傳達藝術、商業或教育等多種功能，達成綜合性的表現。,這次的博物館展覽運用了多媒體的技術，讓參觀者能更加深入了解歷史。 / 多媒體互動設計可以大幅提升觀眾的參與感和沉浸感。 / 在語言學習中，使用多媒體教材可以讓學生更有效地吸收知識。 / 學校引入多媒體教學後，學生們的學習興趣明顯提高。 / 多媒體藝術作品通過結合影像和音效，創造出獨特的感官體驗。 / 多媒體課程的設計使得學習過程更加生動有趣，增強了學生的記憶效果。 / 潮流品牌這次的廣告運用多媒體元素，成功吸引了年輕消費者的注意。 / 在專業會議上，多媒體演示幫助與會者更清楚地理解複雜的數據。 / 隨著科技進步，越來越多的企業開始採用多媒體培訓，以提升員工的工作效率。 / 多媒體展覽不僅展示了作品，還透過互動讓觀眾參與其中，增強了體驗感。 / 這部電影的多媒體應用，讓觀眾在視覺和聽覺上都感受到前所未有的震撼。,n,多媒體藝術 / 多媒體教育 / 多媒體技術 / 多媒體設計 / 多媒體應用 / 多媒體作品 / 多媒體展覽 / 多媒體課程 / 多媒體互動 / 多媒體展示,"演示, 增強, 感, 引入"
4657,光彩耀眼。指顯眼出色，引人注意。[例]他氣質出眾、談吐不凡，即使在宴會中打扮簡樸，依舊耀眼奪目。,奪目,Dazzling; outstanding and eye-catching.,光彩耀眼，特別引人注意。,她在晚會上穿著一件紅色的連衣裙，讓她在眾人中顯得格外奪目。 / 這幅畫的色彩搭配十分和諧，但最奪目的是那抹亮黃色，立即吸引了我的注意。 / 為了迎接新年的到來，街道上的燈飾格外奪目，讓人們感受到節日的喜慶氣氛。 / 這位模特走上伸展台時，身上的珠寶閃閃發光，讓她看起來既奪目又華麗。 / 他在比賽中的表現非常出色，即使對手也不得不佩服他的奪目技藝。 / 她的笑容如同陽光般奪目，瞬間照亮了整個房間。 / 這場煙火表演的色彩變化迅速且奪目，觀眾們不禁發出驚嘆的聲音。 / 這部電影的視覺特效十分奪目，讓觀眾無法從螢幕上移開目光。 / 在這個時尚展覽中，那件飄逸的晚禮服最為奪目，吸引了媒體的廣泛報導。 / 他的音樂才華讓每一場演出都顯得奪目，觀眾們都沉浸在那令人驚艷的旋律中。 / 隨著秋天的到來，公園裡的楓葉變得奪目顏色，吸引了許多遊客前來拍照。,vs-adj,奪目光彩 / 奪目的服裝 / 奪目景象 / 奪目顏色 / 奪目效果 / 奪目表現 / 奪目亮點 / 奪目魅力 / 奪目設計 / 奪目時刻,"既, 遊客, 衣裙, 燈飾, 楓葉, 喜慶, 模特, 效, 驚艷, 移, 引"
