number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations,problematic_words
4679,施恩賞賜。[例]大自然的一切都是造物者的恩賜，我們應當好好珍惜。,恩賜,To bestow grace or favor; an act of kindness or charity.,施予恩惠和賞賜的行為或狀態。,大自然的一切都是造物者的恩賜，我們應當好好珍惜。 / 在我看來，友誼是一種無形的恩賜，讓人生充滿了溫暖與支持。 / 這位長者的智慧就像是一種恩賜，讓年輕人們受益良多。 / 在困難的時刻，朋友的幫助就是一份珍貴的恩賜。 / 我們應該學會感恩，因為生活中有許多看似平常但實則珍貴的恩賜。 / 在我們的生活中，父母無私的愛是一種無價的恩賜，值得我們永遠珍惜。 / 每一次成功的經歷，都是過去努力的恩賜，讓我更堅定追逐夢想的信念。 / 這本書帶給我深刻的啟發，真是一份知識的恩賜。 / 在每個日出日落之間，時間的流逝恰似一種隱秘的恩賜，提醒我們珍惜生命的每一刻。 / 尊重他人也是一種恩賜，讓我們的關係更加和諧與美好。 / 生活中的每一次挑戰，都是成長的恩賜，讓我更懂得珍惜身邊的人與事。 / 健康的身體是人生最大的恩賜，我們應當用心去維護與照顧。,n,自然的恩賜 / 上天的恩賜 / 美好的恩賜 / 生命的恩賜 / 幸福的恩賜 / 健康的恩賜 / 知識的恩賜 / 愛的恩賜 / 珍貴的恩賜 / 感恩的恩賜,"看似, 恰似, 造, 者, 良多, 實則, 隱秘"
4680,恩惠與仇怨。多偏指後者。[例]我們之間的恩怨，就此一筆勾消，不再舊事重提。,恩怨,A combination of gratitude and grievances; referring more to the latter.,恩惠與仇怨。一般來說，多指後者。,過去的恩怨早已不再影響我們之間的友誼。 / 他們之間的恩怨糾葛讓周圍的人感到困惑。 / 為了和平，我們應該將舊有的恩怨一筆勾消。 / 這部電影探討了家族之間的恩怨和和解的過程。 / 在社會上，很多人都希望能解除恩怨，以促進更好的合作。 / 他們兩家之間的恩怨已經持續了幾十年，似乎沒有 reconciliation 的可能。 / 為了孩子的將來，我們不得不放下過去的恩怨。 / 雖然歷史上的恩怨難以忘懷，但新一代人希望能創造不同的未來。 / 每當談起過去的恩怨，氣氛總是變得異常緊張。 / 恩怨情仇在這個小鎮上如影隨形，影響著每個人的生活。 / 他們之間的恩怨雖然複雜，但最終還是選擇了和解，讓人感到欣慰。,n,解除恩怨 / 解決恩怨 / 消除恩怨 / 恩怨情仇 / 恩怨糾葛 / 恩怨不清 / 相互恩怨 / 恩怨兩清 / 恩怨交織 / 恩怨難解,"怨, 情, 解, 談起, 早已, 消, reconciliation"
4681,「二」的大寫。[例]貳佰元,貳,"The uppercase form of the numeral '二'; Used in financial contexts to represent the number 2, as in '貳佰元' (two hundred dollars).",「二」的大寫。,今天的報告中提到，公司的收入增加了貳十萬元。 / 在商業合同中，金額常常用貳的形式來避免錯誤。 / 如果這筆借款是貳佰元，那麼利息會是多少呢？ / 他們計劃購買貳套新設備來提升生產效率。 / 在旅行中，當地貨幣的面額通常以貳為單位，方便計算。 / 如果貳次面試後還沒有得到通知，應該主動聯絡公司詢問進度。 / 這個月的支出達到了貳千元，讓我必須重新考慮預算。 / 在學校的競賽中，得獎的學生會獲得貳獎學金作為鼓勵。  / 他告訴我，這筆貳萬元的贈款將用於慈善事業。  / 貳道選擇讓我們在面對困難時有更多的解決方案。  / 在這次調查中，研究人員發現了貳類產品的需求明顯上漲。,num,貳佰元 / 貳千元 / 貳拾元 / 貳次機會 / 貳次事件 / 貳種情況 / 貳道選擇 / 貳面證據 / 貳層樓 / 貳類產品,"貳佰, 貳拾, 面額, 佰, 借款"
4681,重複。[例]不遷怒，不貳過。,貳,To repeat or do something again; to have a second occurrence.,重複同樣的錯誤或行為。,她在選擇職業時不貳意，訴說著她對未來理想的堅定與執著。 / 他曾經因為貳心而錯過了多次升遷的機會，讓他十分後悔。 / 如果你在關於感情的決定上貳意不明，可能會傷害到彼此的感情。 / 在會議上，他表達了自己不貳的立場，希望團隊能朝著同一方向努力。  / 一旦做出承諾，就應該全心全意去實踐，不可貳心。  / 她在人際關係中表現得十分果斷，讓周圍的人都感受到她不貳的真誠。  / 他在投資方面不貳路，專注於研究一個方向，以期獲得更好的回報。  / 學校鼓勵學生對自己的選擇不貳看待，勇敢追求自己的夢想。  / 在志願服務中，她始終如一，讓大家感受到她對公益事業的不貳投入。  / 對於這個重要的決策，他表示不貳懷疑，堅信這是最好的選擇。  / 隨著時間的推移，她對自己的專業不貳心懷，努力提升自己的技能與知識。,vp-t,不貳過 / 不可貳心 / 貳心不定 / 貳念浮動 / 貳意滿盈 / 貳途而行 / 貳而不自覺 / 貳志未卜 / 貳心重重 / 貳而不意,"盈, 意, 定, 途, 貳意, 貳志未卜貳, 同, 行貳, 全心全意, 心懷"
4682,用以引誘、誘捕的事物。[例]香餌、魚餌、吏餌,餌,Bait or lure used to attract or entice; often used in the context of fishing or trapping.,用來引誘或誘捕的事物。,釣魚的時候，選擇合適的魚餌非常重要，這樣才能吸引到魚。 / 我在市場上看到新鮮的魚餌，決定買一些回家釣魚。 / 小孩用麵包屑作為餌，想要吸引附近的小鳥過來。 / 這種香餌可以有效引誘到不想進入陷阱的小動物。 / 道路旁的野生動物經常被投放的餌吸引，這樣會增加事故發生的風險。 / 捕鼠的時候，常用的餌料是花生醬，效果相當不錯。 / 賞鳥的愛好者經常使用特製餌，希望能吸引到稀有的鳥類光臨。 / 這款高效餌在測試中，能夠迅速引誘到多種魚類，受到漁民的喜愛。 / 在夜晚露營時，我們用香餌來吸引夜行的動物，增添了野外探險的樂趣。 / 這種誘餌不僅能吸引魚類，還能引來其他水生生物，非常適合釣魚愛好者使用。 / 這位專業漁夫總是隨身帶著各種魚餌，以應對不同的釣魚環境。,n,魚餌 / 活餌 / 鳥餌 / 香餌 / 捕鼠餌 / 誘餌 / 特製餌 / 常用餌 / 高效餌 / 餌料,"麵包屑, 誘捕, 魚餌, 誘餌, 效, 料, 引, 捕, 花生醬"
4683,今後、從此以後。[例]這教訓使他爾後的人生觀有了重大改變。,爾後,From now on; henceforth; in the future.,今後、從此以後。,這次的經歷讓他爾後更加珍惜身邊的人。 / 爾後的生活中，他每天都會花時間閱讀，以增進自己的知識。 / 經過一番考慮，爾後他決定重新規劃自己的職業生涯。 / 爾後，她的朋友們發現她對生活的態度有了顯著的變化。 / 經歷了這次挑戰，爾後他們的團隊合作更加默契。 / 這次旅行讓她爾後對文化交流產生了更深的興趣。 / 爾後，他開始注重身心健康，定期參加運動。 / 在經歷了困難的時期後，他爾後學會了如何調整自己的情緒。 / 爾後的日子裡，她每週都會寫日記，記錄自己的心路歷程。 / 爾後，他們的學校也開始重視心理健康教育，幫助學生更好地面對壓力。 / 爾後的計畫中，這個團隊決定嘗試新的市場策略，以吸引更多客戶。,adv,爾後的生活 / 爾後的決定 / 爾後的計畫 / 爾後的態度 / 爾後的人生 / 爾後的經歷 / 爾後的改變 / 爾後的目標 / 爾後的期待 / 爾後的發展,身心健康
4684,不說第二句話。表示乾脆、爽快。如：「他二話不說，一口應允下來。」,二話不說,To speak without reservation; to respond immediately and decisively without hesitation.,不說第二句話，表示做事乾脆爽快。,"當朋友需要幫助時，他總是二話不說就伸出援手。 / 老闆提出升職的建議，她二話不說便答應了。 / 在遇到困難的時候，他二話不說就站了出來，願意分擔我的壓力。 / 不管多忙，遇到需要協助的同事，她總是二話不說就過去幫忙。 / 當討論到公益活動的計畫時，他的支持立刻讓大家感受到他二話不說的熱情。 / 二話不說的行動常常讓人感受到他對友誼的珍惜。 / 當團隊需要加班準備報告時，所有成員二話不說都自願留了下來。 / 在意見發生衝突的時候，他二話不說便提出了一個折衷的解決方案，讓大家都滿意。 / 對於那些需要照顧的小動物，她二話不說就決定收養幾隻。 / 每當父母有什麼需要時，他總是二話不說就回家幫忙。 / ""為了實現夢想，她二話不說直接報名參加了那個挑戰性的課程。""",idiom,二話不說直接 / 二話不說答應 / 二話不說拒絕 / 二話不說接受 / 二話不說走人 / 二話不說一口 / 二話不說行動 / 二話不說的態度 / 二話不說的決定 / 二話不說幫忙,"升職, 出來"
4685,所見所聞和過去完全不同而有一種新奇、清新的感覺。[例]主講人風趣、豐富的演講內容，令全場聽眾耳目一新。,耳目一新,A refreshing and novel experience that contrasts sharply with the past.,所見所聞與過去完全不同，讓人感到新奇和清新。,這部電影的情節設計非常巧妙，令觀眾有種耳目一新的感覺。 / 他們的音樂風格融合了古典和現代元素，讓人耳目一新。 / 這次藝術展覽中的作品，顛覆了傳統觀念，讓每位參觀者都感到耳目一新。 / 下午茶的甜點選擇多樣，特別是那道創新的抹茶蛋糕，真的讓人耳目一新。 / 朋友旅遊時拍攝的照片別具一格，讓我的旅遊計劃耳目一新。 / 老師這次的課程內容設計耳目一新，讓學生們更加投入學習。 / 這家餐廳的新菜單融合了各國風味，讓食客享受到耳目一新的美味體驗。 / 她的小說情節出人意料，跌宕起伏，讓讀者有種耳目一新的感覺。 / 科技公司的新產品發布會，展示了許多前所未見的創新功能，讓與會者耳目一新。 / 這場戶外音樂會的表演陣容獨特，選曲也很新穎，讓所有觀眾耳目一新。 / 最近的 TED 演講中，有位演講者提出的觀點非常獨特，聽完後使我耳目一新。,idiom,耳目一新的感覺 / 讓人耳目一新 / 耳目一新的體驗 / 內容耳目一新 / 想法耳目一新 / 演講耳目一新 / 設計耳目一新 / 創意耳目一新 / 觀點耳目一新 / 故事耳目一新,"出人意料, 耳目一新耳目一新, 食客, 宕, 別具, 聽完, 午, TED"
4686,常常聽到，非常熟悉，所以能詳盡的說出。[例]小紅帽是大家耳熟能詳的童話故事。,耳熟能詳,Well-known and familiar due to frequent hearing; able to recount in detail.,常常聽到某事，因此非常熟悉，能夠詳盡地說出來。,每個春天來臨時，耳熟能詳的春天的故事總令我們想起美好的回憶。 / 老師在課堂上講述的歷史事件，讓學生們聽得耳熟能詳，並鼓勵他們思考過去的教訓。 / 知名歌手的新專輯裡，收錄了幾首耳熟能詳的經典老歌，讓人感到懷舊。 / 耳熟能詳的名言激勵著我們在困難時刻，勇敢面對挑戰。 / 每當聽到那首耳熟能詳的旋律，我就不禁想起童年的快樂時光。 / 這部電影中的對話十分耳熟能詳，讓觀眾感到情感上的共鳴。 / 在社交場合，大家討論的話題經常是那些耳熟能詳的時事熱點，讓人感到熟悉又親切。 / 每當讀到那些耳熟能詳的詩句，我的心中總是湧起一股感動。 / 在博物館裡，耳熟能詳的藝術作品背後故事讓參觀者更加欣賞藝術的美。 / 職場上，同事們分享的成功案例，讓我們獲得耳熟能詳的經驗教訓。 / 在兒童節慶祝活動中，耳熟能詳的童謠帶給孩子們無限的樂趣。,idiom,大家耳熟能詳的童話 / 耳熟能詳的歌曲 / 很多耳熟能詳的名言 / 耳熟能詳的成語 / 耳熟能詳的名曲 / 常常耳熟能詳的段子 / 耳熟能詳的故事情節 / 耳熟能詳的經典 / 耳熟能詳的歷史事件 / 耳熟能詳的廣告語,"段子, 名曲, 湧起, 童謠"
4687,耳提，揪著對方耳朵提醒；面命，當面告訴。耳提面命形容對人懇切教誨、叮嚀。語本《詩經．大雅．抑》。[例]教練在選手即將進場比賽前，仍不忘耳提面命一番。,耳提面命,"To earnestly instruct and advise someone, often implying a sense of urgency and importance.",耳提者揪著對方的耳朵提醒，面命者當面告訴。這個成語形容對人懇切教誨和叮嚀。,在學校的家長會上，老師耐心耳提面命地告訴家長們如何輔導孩子的學習。 / 母親總是耳提面命地叮囑我注意安全，特別是在外面的時候。 / 在比賽前，教練耳提面命地提醒選手要保持冷靜和專注。 / 每次家庭聚會，爺爺都會耳提面命地分享他的生活經驗，讓我們有所啟發。 / 為了讓新員工能夠更快適應，公司老闆耳提面命地指導他們工作中的每一個細節。 / 耳提面命叮囑孩子們要珍惜時間，努力學習。 / 每當我遇到困難，朋友總是耳提面命地鼓勵我不要放棄。 / 在講座上，專家耳提面命地強調環保的重要性，希望大家能積極參與。 / 父親耳提面命地教導我如何理財，以便我未來能夠管理好自己的錢。 / 每次去爺爺的農莊，奶奶都會耳提面命地告訴我農作的技巧和注意事項。 / 老師在課堂上耳提面命叮嚀學生們要注意身體健康，保持良好的生活習慣。,idiom,耳提面命教育 / 耳提面命叮嚀 / 耳提面命提醒 / 耳提面命訓話 / 耳提面命告誡 / 耳提面命建議 / 耳提面命用心 / 耳提面命關懷 / 耳提面命精神 / 耳提面命方式,"命, 農作"
4688,聽說。[例]陳博士才智雙全，我早已耳聞。,耳聞,Heard; to have heard about something from others.,聽說某事或某人，通常不是親自經歷，而是從他人那裡得知。,我耳聞這家餐廳的料理非常好吃，所以下次要來嘗試看看。 / 這個消息我早已耳聞，沒想到今天竟然會親自遇到這個人。 / 近日耳聞這部電影的評價不錯，計畫這周末去看。 / 在社交場合中，我常常耳聞各種商業機會，真希望能找到合適的合作夥伴。 / 我耳聞這位藝術家的作品在拍賣會上賣出了天價，實在令人驚訝。 / 壞消息耳聞，這家公司即將裁員，讓員工們都感到緊張不安。 / 眾人耳聞他即將閉關創作，期待他能推出更多優秀的作品。  / 她最近耳聞有一個新的音樂節要舉辦，打算帶朋友一起去參加。  / 我早已耳聞這位作家的小說非常感人，今天終於有時間可以閱讀了。  / 這個事件耳聞後引起了廣泛的關注，大家都在討論其可能的影響。  / 方才耳聞他獲得了這項國際獎項，真心為他的成就感到高興。,va-i/N,我耳聞 / 早已耳聞 / 近日耳聞 / 耳聞目睹 / 壞消息耳聞 / 好消息耳聞 / 眾人耳聞 / 非常耳聞 / 方才耳聞 / 屢次耳聞,"而是, 閉關, 早已, 近日"
4689,孩子們的遊戲。比喻輕率、不鄭重。例]孩子們都愛玩扮家家酒的兒戲。,兒戲,A child's game; a metaphor for frivolity and lack of seriousness.,孩子們的遊戲。比喻行為輕率，不夠認真。,他們以為抗疫只是兒戲，結果病毒大爆發讓大家都受害了。 / 這項工作關乎公司的前途，如果你把它當作兒戲來做，後果將不堪設想。 / 在討論重要問題時，不能抱著玩兒戲的心態，否則會影響決策的質量。 / 他們看待這次比賽的態度讓人失望，似乎把所有的努力都當作兒戲。 / 認為友誼是兒戲的人，往往在關鍵時刻會讓人失望。 / 在這個團隊中，有人把合作當作兒戲，導致項目進度一再延誤。 / 他們以為處理財務問題只是兒戲，結果公司遭受了巨額損失。 / 對於這份報告，我希望大家不要抱著兒戲的心態，這將直接影響我們的專業形象。 / 如果把學習視為兒戲，就無法在考試中取得理想的成績。 / 這場談判關乎雙方的未來，任何一方都不應將其視為兒戲。 / 她對待這段感情的輕率態度，讓我感到我們的愛情像是兒戲一般。,n,兒戲的事情 / 兒戲的行為 / 把事情當作兒戲 / 認為是兒戲 / 兒戲的表現 / 把問題當作兒戲 / 不當的兒戲 / 兒戲的態度 / 玩兒戲的心態 / 對待事情像兒戲,"玩兒, 疫, 戲, 巨額, 質量, 抗"
4690,在耳邊低聲說話。[例]那對情侶彼此輕聲耳語，狀甚親密。,耳語,To whisper or speak softly in someone's ear.,在耳邊低聲說話，通常是為了讓他人聽不見。,在圖書館裡，學生們必須輕聲耳語，以免影響其他人讀書。 / 聽到他們在耳邊耳語，我不禁好奇他們在討論什麼秘密。 / 那對情侶在公園裡輕聲耳語，看起來十分甜蜜。 / 她們在角落裡耳語，似乎在分享什麼有趣的八卦消息。 / 在課堂上，學生們不時低聲耳語，討論著老師講解的內容。 / 知道他們的計劃後，我也忍不住想要與好友耳語分享這個消息。 / 在晚會上，許多人一邊欣賞表演，一邊低聲耳語，互相交流著感受。 / 在咖啡廳裡，兩位老友坐在一起，時而耳語，回憶起往昔的點滴。 / 休息時間，員工們在辦公室裡耳語，討論著即將到來的團建活動。 / 他們在派對上悄悄耳語，似乎在策劃著什麼驚喜給其他朋友。 / 兩個小孩在遊樂場裡興奮地耳語，分享著各自的冒險故事。 / 在書店的角落裡，幾位讀者低聲耳語，推薦著彼此喜歡的書籍。,va-i,低聲耳語 / 輕聲耳語 / 悄悄耳語 / 彼此耳語 / 在耳邊耳語 / 隱秘耳語 / 面對面耳語 / 朋友耳語 / 情侶耳語 / 鬼鬼祟祟耳語,"建, 忍不住, 友, 隱秘"
4691,大發脾氣。[例]這項計畫案頻出紕漏，老總正在會議室內對相關人員發飆。,發飆,To lose one's temper and express anger in a loud and aggressive manner.,大發脾氣，通常因為不滿或壓力而表現出來。,他的孩子在超市裡不聽話，讓他忍不住當場發飆。 / 老闆今天心情不好，看到員工的錯誤後直接對他們發飆。 / 她對朋友的無理要求發飆，因為這種事已經不是第一次發生了。 / 在球賽中，教練對球員的表現非常失望，結果當場對他們發飆。 / 他發飆的原因是因為工作壓力大，回到家仍然無法放鬆心情。 / 昨天晚上，她突然發飆，因為老公又忘記關燈。 / 當聽到學生考試成績不理想時，老師忍不住對他們發飆。 / 朋友之間的小爭執，讓他一時情緒失控，竟然當場發飆。 / 下班時，遇到交通堵塞讓他心煩意亂，結果對同事發飆。 / 週末聚會上，當她看到那個老朋友再次失約時，竟然對大家發飆。 / 發現家裡的寵物又搞破東西，他無奈而怒火中燒，對牠發飆。,va-i,發飆的理由 / 和...發飆 / 總是發飆 / 不要發飆 / 經常發飆 / 當場發飆 / 突然發飆 / 對...發飆 / 讓人發飆 / 發飆的原因,"忍不住, 飆, 無理, 失, 關燈"
4692,法令上所規定的特定範圍。[例]法定程序、法定年齡、法定代理人,法定,Legal; prescribed or stipulated by law.,法律上所規定的特定範圍。,根據法律規定，法定婚齡在臺灣是十八歲。 / 法定假日的休息安排應提前公佈，以方便民眾做計畫。 / 在法律上，法定繼承人擁有優先取得遺產的權利。 / 政府對於法定最低工資的調整，每年都會進行評估和公告。 / 如果沒有遵循法定程序，任何決策都可能被視為無效。 / 根據法律，法定代理人必須在未成年人的重要決策中提供必要的協助。 / 在企業中，法定帳簿的管理對於財務審計至關重要，以確保合規性。 / 所有員工都有權享受法定休假，以促進工作與生活的平衡。 / 法定環境保護標準的實施有助於減少企業對自然資源的過度開發。 / 學校必須遵守法定課程要求，以確保學生獲得全面的教育。  / 任何對於法定合約的變更都需經雙方同意，否則無法生效。,vs-adj,法定年齡 / 法定程序 / 法定代理人 / 法定假日 / 法定責任 / 法定婚齡 / 法定繼承 / 法定工作時間 / 法定標準 / 法定措施,"婚齡, 有助, 審計, 經, 權, 無效, 合規, 帳簿"
4693,發布指示、命令。[例]這個企劃案由他負責統籌並發號施令。,發號施令,To issue instructions or orders in an authoritative manner.,發布指示或命令，通常由負責人進行。,經理在會議中發號施令，要求各部門加快專案進度。 / 在演習中，指揮官發號施令，每個隊伍都必須迅速反應。 / 當危機發生時，領導者必須果斷發號施令，以避免混亂。 / 在學校裡，老師發號施令，提醒學生要遵守課堂規矩。 / 在志願活動中，負責人發號施令，統籌各項工作以提高效率。 / 在大規模活動中，發號施令的方式必須清晰明確，以確保參與者能夠迅速理解和執行。 / 在公司的團隊建設活動中，主管發號施令，鼓勵員工積極參與並展現創意。  / 在運動比賽中，教練發號施令，指導選手們調整戰術以爭取勝利。  / 每當新政策出台時，部門主管都會發號施令，以確保員工遵守新的操作流程。  / 在緊急救援任務中，指揮官發號施令，確保每個成員都能有效地執行任務。  / 在家庭聚會的準備中，家長們發號施令，分配各自的任務以確保聚會順利進行。,idiom,發號施令的時機 / 發號施令的方式 / 發號施令的對象 / 發號施令的內容 / 發號施令者 / 發號施令的目的 / 清楚的發號施令 / 有效的發號施令 / 須要發號施令 / 合理的發號施令,"須要, 加快, 指揮官"
4694,心裡不安、著急或驚慌。[例]逛廟會時小弟不小心走失了，媽媽發慌的到處找尋。,發慌,"To feel anxious, flustered, or panicked.",心裡不安、著急或驚慌。,在考試的時候，如果遇到不會的題目，他就會心裡發慌，不知該怎麼辦。 / 看到朋友摔倒，她立刻跑過去，雖然心裡有點發慌，還是想要幫助他。 / 在人潮擁擠的市場裡，小孩一不小心走失，媽媽發慌地四處尋找。 / 她剛剛接到一個緊急的工作電話，心裡發慌，怕自己無法及時完成任務。 / 在面試過程中，他突然聽到有問題問到自己的弱點，立刻發慌，不知該如何應對。 / 當她發現自己忘記帶報告時，心裡發慌，迅速想辦法回家取。 / 他在聚會上看到一位不熟悉的老闆，心裡發慌，不知道該如何開口交流。 / 這個新環境讓她感到不安，心裡發慌，總是擔心自己會做錯事。 / 當電腦突然當機，工作還沒保存時，他立刻發慌，試圖尋找解決辦法。 / 旁邊的狗突然吼叫，他心裡發慌，擔心自己會被牠攻擊。 / 在聽到那個不好的消息後，他心裡發慌，不知道該如何安慰朋友。,vs-i,心裡發慌 / 忽然發慌 / 看到...發慌 / 因為...發慌 / 發慌的時候 / 發慌的表情 / 突然發慌 / 人們發慌 / 不知道怎麼辦而發慌 / 讓我發慌,"機, 摔倒, 知"
4695,興起、得志、顯達。[例]他因工作勤奮，又有貴人相助而得以發跡。,發跡,To rise in rank and fortune; to become successful or prominent.,興起、得志、顯達。,他長期投資於新創企業，終於在科技產業發跡，變得相當成功。 / 雖然出身貧寒，但他憑藉著不懈的努力，終於在商業界發跡，創立了自己的公司。 / 他在音樂創作上展現了天賦，經過多年的磨練，最終在樂壇發跡，受到廣泛關注。 / 她的朋友們一路支持著他，讓他在藝術界發跡，獲得了不少獎項。 / 他們的故事告訴我們，只要有夢想和努力，就一定能在自己想要的領域發跡。 / 他常常思考如何發跡，最終決定投資自己的時間學習一門新技能。 / 成功的秘訣在於把握機會，他在海外工作期間發跡，結識了許多重要的人脈。 / 她在體育領域的才華不容小覷，經過艱苦的訓練，最終在奧運賽事中發跡，成為了金牌選手。 / 這部電影的導演從小就有拍攝的夢想，終於在影壇發跡，創作出令人矚目的作品。 / 透過參加各種比賽，他逐漸在科技創新領域發跡，獲得了不少獎學金和資助。 / 在社交媒體上，這位年輕的作家憑藉著獨特的文風迅速發跡，吸引了大量的粉絲。,va-i,發跡的機會 / 發跡的潛力 / 發跡之路 / 發跡的故事 / 如何發跡 / 努力發跡 / 發跡的過程 / 發跡的經歷 / 發跡的條件 / 發跡的目標,"覷, 寒, 懈, 顯, 創, 奧運, 期, 影壇, 達, 賽事, 樂壇"
4696,指佛法的力量。後泛指神奇的力量。[例]這位高僧的法力深不可測。,法力,"The power of Buddhist teachings; originally referring to the strength of Buddhist law, it later broadly denotes miraculous or supernatural power.",指佛法的力量，後來泛指神奇的力量。,古時候，許多傳奇故事中都描繪著法力高強的仙人。 / 這位魔法師的法力似乎能夠瞬間變化天氣。 / 他的法力來自於多年的修行和沉思，充滿智慧和能量。 / 在月圓之夜，法力的潮汐更加強烈，許多妖怪都會出來活動。 / 有人傳言，藏在古老書卷中的咒語擁有無窮的法力，可以改變一切。 / 他施展法力，讓枯萎的植物重新蓬勃生長。 / 在這個村莊中，老者的法力被視為保護大家的神秘力量。 / 通過觀察自然，修煉者能夠將法力運用到生活的各個方面。 / 這個傳說中的寶物據說擁有強大的法力，能夠實現任何願望。 / 法力的來源往往與個人的經驗和內心的修練息息相關。 / 在神話故事裡，勇士的法力與他的勇氣和信念密不可分。,n,強大的法力 / 一種法力 / 深不可測的法力 / 法力的來源 / 施展法力 / 增強法力 / 修煉法力 / 法力的存在 / 法力的影響 / 法力的傳說,"古時候, 出來, 增強, 月圓, 潮汐, 測, 師"
4697,身體組織感覺麻木。[例]趴在桌上睡，容易使手臂的血液循環不佳而發麻。,發麻,To feel numb in the body.,身體組織感覺麻木，通常由於血液循環不良或神經受壓引起。,她的腳在長時間跷腿後感到有些發麻，必須活動一下。 / 每當他遇到緊張的事情，手指偶爾會發麻，讓他更感焦慮。 / 她在冬天的早晨外出時，手指因為寒冷也發麻了。 / 他坐在沙發上看電視很久，覺得腰部有些發麻，不得不起來活動一下。 / 這個姿勢待久了，頸部也開始發麻，需要調整一下坐姿。 / 凌晨起床時，她的腿發麻，讓她不得不多停留在床上。 / 在健身房裡做重訓後，他的手臂感到有些發麻，覺得應該好好拉伸一下。 / 她在電腦前工作超過三小時，眼睛也感到有點發麻，必須要休息一下。 / 車禍後，他的右手經常發麻，這讓他感到非常不安。 / 長時間彈吉他讓他的手指發麻，必須稍作休息來恢復感覺。 / 每次去美容院做指甲時，她的手指也會因為長時間不動而發麻。 / 在高海拔的地方爬山時，他的雙腳因缺氧而感到發麻，這讓他有些擔心。,va-i,手指發麻 / 腳趾發麻 / 身體發麻 / 不舒服發麻 / 突然發麻 / 連續發麻 / 睡眠發麻 / 嚴重發麻 / 減少發麻 / 感覺發麻,"右手, 雙腳, 腳趾, 因, 些, 良, 感, 重訓, 跷, 氧"
4698,首先起事、行動。[例]陳勝、吳廣首先發難，反抗秦朝的暴政。,發難,To initiate a rebellion or action first.,首先起事或行動。,當社會不公時，果敢的人總會首先發難，呼籲改革。 / 在學校裡，學生們發現不合理的規定後，立即一起發難，要求校方重新考慮。 / 歷史上，許多勇敢的領袖在面對腐敗政權時，都曾首先發難，激勵民眾起義。 / 面對環境污染的問題，環保團體首先發難，揭露企業的不法行為。 / 政府的政策若不合理，民眾的反應會非常激烈，並可能立即發難。 / 在職場上，當員工發現不公的待遇時，往往會一起發難，尋求改善方案。 / 在這次娛樂圈的醜聞中，記者們首先發難，揭露真相，引起了廣泛的關注。 / 當經濟危機來臨時，專家學者會立即發難，警告政府採取緊急措施以穩定市場。 / 在體育賽事中，運動員們若感受到不公平的裁判，經常會選擇當場發難，爭取應有的權益。 / 在公共安全事件發生後，市民們會迅速發難，要求相關部門加強管理，保障生活環境。 / 對於不道德的商業競爭，商會成員會首先發難，推動行業自律和規範發展。,va-i,首先發難 / 大家發難 / 一起發難 / 共同發難 / 突然發難 / 發難的理由 / 發難的對象 / 再次發難 / 馬上發難 / 該發難的時候,"若, 政權, 果, 賽事, 商, 公時"
4699,啟發人作深刻的省思。語本唐．杜甫〈遊龍門奉先寺〉詩。[例]先生的一席話，真是發人深省啊！,發人深省,To provoke deep reflection or introspection.,啟發人作深刻的省思，使人對某件事情有更深的理解和反思。,那篇關於環境保護的文章，讓我重新思考自己對於生活的選擇，真是發人深省。 / 在老師的引導下，我們討論的這個社會議題更加立體，充分表現出它的意義，讓大家發現問題的根源，心中堆起了發人深省的感受。 / 她的經歷告訴我們，失敗不一定是壞事，反而能讓我們學到更多發人深省的道理。 / 這部電影所傳達的價值觀，雖然情節輕鬆有趣，但卻發人深省，讓我意識到友情的重要性。 / 隨著年齡的增長，我對父母的犧牲才愈加感受深刻，這種體悟十分發人深省。 / 他的故事雖然簡單，卻隱含著發人深省的道理。 / 過去的歷史事件，如果我們仔細反思，會發現其中有許多發人深省的教訓，值得後人警惕。 / 在一次哲學課上，教授提出的問題讓我們每個人都陷入深思，這些問題實在發人深省。 / 這本書的結尾留給讀者一個發人深省的疑問，讓人忍不住想要探究更多。 / 隨著科技的進步，我們對於人際關係的思考也變得更加複雜，這種變化十分發人深省。 / 聆聽老一輩人的故事，總是能讓我感受到發人深省的生命智慧，激勵我更加珍惜當下。,idiom,發人深省的話 / 發人深省的問題 / 發人深省的文章 / 發人深省的思想 / 發人深省的道理 / 發人深省的故事 / 發人深省的觀點 / 發人深省的體會 / 發人深省的影響 / 發人深省的啟示,"壞事, 的話, 忍不住"
